sentence_id_1,sentence_id_2
S0020043002p,B0457005p
S0052485004p,B0642004p
S0019577001p,B0665002p
S0020898006p,B0736002p
S0023050003p,B0628008p
S0020349004p,B0783012p
S0003056001p,B0642008p
S0023456006p,B1028004p
B0406009p,B0057004p
S0003015005p,B0386001p
S0024320004p,B1166003p
S0022809001p,B0812002p
S0023902002p,B0670007p
S0024418003p,B0026002p
S0022903002sc,B0051001sc
B0792005p,B0531001p
S0020270003sc,B0109001sc
S0070462004p,B0762004p
B0980002p,B0340010p
S0022764006p,B1149001p
S0023467006p,B0867002p
S0070439006p,B1133003p
S0017863004p,B0008003p
S0018258003p,B0481004p
B0973007p,B0582005p
S0017143005p,B0257003p
S0023485004p,B1183010p
S0023161002sc,B0510002sc
S0022960001p,B0308006p
S0053530009p,B0335006p
S0020886001sc,B1206002sc
S0017202001sc,B0187001sc
S0018682002p,B0880003p
S0019204003sc,B0261001sc
S0019519005p,B0160004p
S0000996007p,B1046001p
B0277001p,B0177004p
S0017925001sc,B0929002sc
S0016536001sc,B0887001sc
S0020818002sc,B1026002sc
S0019311002p,B0938002p
Statement2,Statement1
S0024326005p,B0665003p
S0004221008p,B1025006p
S0020485002sc,B0611002sc
S0020264005p,B0459005p
S0018263007p,B0820005p
S0021135009p,B0017008p
S0023423003p,B0396003p
B0923005p,B0773007p
S0017172003sc,B0925002sc
S0017652001sc,B0473002sc
S0080501003sc,B0690003sc
S0022613001p,B0709010p
S0022896002p,B0752005p
S0010881003p,B0841003p
S0023458001sc,B0887002sc
S0017735002sc,B0545002sc
S0024476003p,B0474004p
S0020322003p,B0601001p
B0843005p,B0155002p
S0023776006p,B0317006p
S0023865002p,B0315004p
S0021114003sc,B1007006sc
B0579009p,B0514008p
S0017730002p,B1157009p
S0024350001sc,B0651002sc
S2,S1
B1178003p,B0679008p
S0023946002sc,B0230001sc
S0019300001p,B0570001p
B0296003sc,B0179006sc
S0016581003sc,B1137001sc
S0051796006p,B0143002p
S0019549002sc,B0901001sc
S0024189004p,B0520005p
B0821007p,B0813005p
B0263001p,B0174008p
S0016633001p,B0367004p
S0019581001p,B1142001p
S0019520002sc,B0297001sc
B0760001sc,B0441001sc
S0017165009p,B0451003p
S0051979001sc,B0758001sc
S0010888004p,B0934008p
B1044004p,B1041001p
B0782002p,B0347001p
S0016676004p,B0891005p
S0022625005p,B0816003p
S0023233002p,B0227010p
S0051739003p,B0035009p
S0003515003p,B0682002p
S0020762004p,B1076001p
S0007010001sc,B0131001sc
S0022741004p,B0554008p
S0019987002p,B0039007p
S0017392002sc,B1213002sc
S0019874001p,B0122005p
S0019052006p,B0347005p
S0070450004p,B0396002p
S0020456005p,B0876003p
S0020246002sc,B0837004sc
S0024334003p,B1010003p
S0020288004p,B0775001p
S0018589002sc,B0454003sc
S0051642002p,B0129006p
B0864003p,B0700001p
S0020671005p,B0503011p
S0022875004p,B0624004p
S0070442001p,B0250009p
S0023665002sc,B0190002sc
S0022963006p,B0566007p
S0019962002p,B1210005p
S0053484001sc,B0290001sc
S0018391002p,B0127002p
S0023240001sc,B0213001sc
The integrity of the government must be safeguarded during this tumultuous period,Governance must be for the common good rather than the benefit of a singular ruler
S0018355002p,B0302004p
S0023533001sc,B0710002sc
S0023386001p,B1058002p
S0016916002sc,B1063003sc
B1176005p,B0578008p
S0020964009p,B0017002p
S0019560001sc,B0913001sc
S0023247001p,B0718003p
S0017383001p,B0624003p
S0024313003p,B0692005p
S0022789002p,B0995003p
S0016491005p,B0052004p
S0019145005p,B0112006p
S0017700002p,B0255004p
B1199005p,B0175004p
S0010841006p,B0547008p
S0020334007p,B1083002p
S0022654008p,B0523005p
S0051857011p,B0506001p
S0053560008p,B0328004p
S0022952003p,B0600007p
S0051688002p,B0307003p
S0018470001p,B1185004p
B0402004p,B0171002p
S0053295005p,B0244004p
S0010689001p,B0871002p
S0053100008p,B0303008p
S0020018001p,B0303005p
S0022861003sc,B0998002sc
S0022857004p,B0749002p
S0019354003sc,B0180001sc
S0019665005sc,B0995002sc
S0017188005p,B0032001p
S0000821006p,B0868004p
S0016714002p,B1208006p
S0020606001p,B1069005p
S0019857007p,B0580007p
S0018873003p,B0481001p
S0020297004p,B0547009p
S0080560006p,B0696003p
S0080010005p,B1201002p
S0018228003sc,B0892002sc
S0051863005p,B0463005p
B0724003p,B0539009p
S0052055001sc,B0985001sc
S0053529002p,B0516005p
S0017876001sc,B0616001sc
S0020682003p,B0638002p
S0021251001p,B0503006p
B0641007p,B0004004p
S0019175007p,B0023011p
B1176003p,B0947004p
S0016427008p,B0461001p
S0020238002p,B0097004p
S0019912006p,B0492002p
S0017143009p,B0994005p
B0314001p,B0027005p
S0019549003sc,B0739002sc
B0878001p,B0460002p
B1205005p,B0240001p
S0020301001sc,B0518003sc
S0004946007p,B0974005p
S0016422006p,B1085006p
S0052060003p,B0022001p
B0747001p,B0570001p
S0023475005p,B0916001p
S0051812003p,B1126008p
S0022997008p,B0773004p
B0968003p,B0594005p
S0002978002p,B0823004p
S0022644008p,B0842006p
S0023457001sc,B0937002sc
S0024410002p,B0912007p
S0023457002p,B0184004p
B0580007p,B0465004p
S0021073001sc,B0309002sc
S0024123001p,B0818001p
S0016419003sc,B0943001sc
S0024449003p,B0355004p
S0021164004p,B0402007p
S0018135007p,B0723010p
S0017636001sc,B0587001sc
S0020962004p,B0907001p
S0016956004p,B0803003p
S0018668001sc,B1115003sc
S0053566001sc,B0512003sc
B0672009p,B0181009p
S0023076002sc,B0461002sc
S0024287005p,B0547006p
S0052042006p,B0409004p
B0759004p,B0546001p
S0019282005p,B0376001p
S0024415008p,B0542003p
S0052103004p,B0370008p
S0018666007p,B0923006p
B0773002p,B0742003p
S0020250001sc,B0113001sc
S0019303007p,B0243004p
S0016666002p,B0138007p
S0022938006p,B0301003p
S0024481003p,B1073006p
S0024016002sc,B0276001sc
S0017149008p,B0981006p
S0053354003p,B0606007p
S0051740006p,B0438002p
S0001002002p,B0616008p
S0010839002p,B0102002p
S0023475005p,B0928005p
S0021112004p,B0540002p
S0052065001sc,B0014002sc
S0023697002sc,B0872001sc
S0023837005p,B0306003p
S0017146002p,B1028007p
S0019300002p,B0667003p
S0020061006p,B0517001p
B1079007p,B0649004p
S0017172002sc,B1060001sc
S0023114002sc,B0547002sc
B0640008p,B0083003p
S0053258003sc,B0367001sc
S0019351010p,B0627002p
S0023665007p,B0343003p
S0018677005p,B1159005p
S0019438006p,B0505006p
S0019052001p,B0548004p
B0934001p,B0799001p
S0017077001p,B0861007p
S0017218003p,B1006005p
S0018578002p,B0618004p
S0070120002sc,B0604001sc
S0052443004p,B1019008p
S0018311003sc,B0334001sc
S0021337001sc,B0978001sc
S0018677007p,B0409001p
S0023896006p,B1106005p
S0023854007p,B0158001p
S0022650001sc,B0854002sc
S0022908001p,B0783011p
S0023391007p,B0557001p
S0020914008p,B0232002p
B0848005p,B0732001p
B0468003p,B0320007p
S0023533007p,B1018002p
S0018209002p,B0525009p
S0017434001p,B0847007p
B0855007p,B0288004p
B0326006p,B0225005p
B0607001p,B0390005p
S0023348001sc,B0635001sc
S0019725009p,B1050007p
S0020964009p,B0957004p
S0023822005p,B0918006p
S0020887008p,B0779006p
S0000931003sc,B0529002sc
S0023922002sc,B0685001sc
S0019892001sc,B0701003sc
S0020797003p,B0013004p
S0023574007p,B0528004p
S0023104007p,B1132008p
S0018423007p,B0305008p
B0596002sc,B0175002sc
S0020671003p,B0092001p
S0023090002sc,B0252001sc
B1084003p,B0950001p
S0023746002p,B1061004p
S0020976004p,B0071002p
S0018283003sc,B0101001sc
S0022843008p,B1117001p
S0018996006p,B0016004p
S0019325001sc,B0116003sc
B1020001p,B0665005p
S0022597003p,B0321002p
B0619008p,B0345009p
B0312002p,B0263008p
S0017164007p,B0058002p
S0018093002p,B0165002p
B1200003p,B1087002p
B0928001sc,B0526001sc
B0406007p,B0374005p
S0022764005p,B0207004p
S0020500002sc,B0689002sc
S0022873002p,B0811003p
S0020436002p,B0168006p
S0010712001sc,B0879003sc
S0023088001p,B1103001p
S0018303007p,B0252005p
S0018321003p,B0333005p
S0004948002p,B0329003p
S0017045002p,B1135005p
S0023923004p,B0119004p
S0019297009p,B0917008p
S0003386001p,B1166008p
B0961001sc,B0442001sc
S0023457003p,B0001005p
S0018759002sc,B0337001sc
S0051521002sc,B0503001sc
S0022912002sc,B1180001sc
S0080502002p,B0509007p
S0020975001sc,B0879003sc
B0477008p,B0309005p
S0051982008p,B0624002p
B0766003p,B0349010p
S0051857011p,B0831008p
S0019701004p,B1163006p
S0022595005p,B1130001p
S0022917002sc,B0748002sc
S0023048011p,B1084005p
S0070145007p,B0018006p
S0022793008p,B1095005p
S0019837005p,B0413010p
S0051767003sc,B0366002sc
S0017293003p,B0431005p
S0020950007p,B1162007p
S0051932001p,B0567002p
S0053516005p,B0048006p
S0020318005p,B0520007p
B1026001sc,B1000003sc
S0019370003p,B0193008p
S0018405010p,B0977002p
S0017754003p,B0765003p
B0672008p,B0294005p
S0023687004p,B0317008p
S0020603003sc,B0704001sc
S0052782004p,B0433005p
S0024419006p,B0961009p
S0023289006p,B0441006p
S0023228004p,B0344010p
S0017084009p,B0193001p
S0023964006p,B0805003p
S0020226001p,B0661003p
B0992008p,B0113006p
S0053177002sc,B0581003sc
B0990001sc,B0962001sc
S0051842002sc,B0938003sc
S0023526002sc,B0873002sc
S0018761008p,B0589009p
S0018056002sc,B0361001sc
S0022741002sc,B0536002sc
S0023471002p,B0064004p
S0021128001sc,B0095004sc
S0023664001p,B0229008p
S0020753002sc,B0130001sc
S0024488001sc,B0269002sc
S0052260004p,B0213004p
S0017829001p,B0849002p
S0016905002p,B0359004p
S0019596006p,B0677003p
S0022962003sc,B0179001sc
S0053102007p,B0455003p
S0019439003p,B0187002p
S0021047001p,B0710005p
S0020544002p,B0286005p
S0023937002p,B0401004p
S0018909001sc,B0613002sc
B1138001p,B0968001p
S0016904004p,B0871006p
S0021061002p,B0563004p
S0023837007p,B0583003p
S0052834007p,B0169001p
B0850002p,B0112002p
S0023008002p,B0682011p
S0000768004p,B0103007p
S0020773002sc,B0698002sc
S0023366004sc,B0247001sc
S0070438001sc,B0307001sc
S0010689001p,B0934008p
S0024477003p,B0249004p
S0018827007p,B0934008p
S0052256001p,B0210004p
S0018679001sc,B0358002sc
B1004005p,B0066007p
B0714004p,B0218004p
S0051869002sc,B0033001sc
S0051837003p,B0502003p
S0020586006p,B1194002p
S0020837004p,B0398001p
S0019823003p,B0094010p
S0023014002p,B0478005p
B1072007p,B0638005p
S0021108005p,B0652005p
B0388008p,B0101005p
S0051740006p,B0806005p
S0023127009p,B0943002p
S0023056001sc,B1170001sc
S0051839002p,B0992003p
S0020872001sc,B0757003sc
S0053353005p,B0921002p
S0023293004p,B0335009p
B1201004p,B0244007p
S0019145002p,B0014007p
B1043004p,B0090006p
S0023252002sc,B0849001sc
S0019781008p,B0800007p
S0017884001sc,B1088001sc
S0053466007p,B1019008p
S0017840008p,B1138001p
S0020792006p,B0073004p
S0018074010p,B0464004p
B1207003p,B0099004p
S0023196001p,B0309009p
S0053566001sc,B1072001sc
S0022710008p,B1095006p
S0017394003p,B0736002p
S0022931002sc,B0654001sc
B0367007p,B0101001p
S0018319004p,B0067002p
S0020778007p,B0502007p
S0020429008p,B0881006p
S0017934005p,B0424004p
S0022743005p,B1205001p
B1174005p,B0147001p
S0020406004p,B0159002p
S0019349006p,B0220002p
S0021051006p,B0054002p
S0024395008p,B0194012p
S0021128003p,B0644010p
S0018933004p,B0642002p
S0052226003sc,B0488004sc
S0019710003p,B0263002p
B0982003p,B0627003p
S0023532004p,B1052003p
B1093004p,B0263002p
S0019390005p,B0003004p
S0051765006p,B0527004p
S0023234003sc,B1052002sc
S0016417004p,B0778003p
S0019688001sc,B0666002sc
S0020742003p,B0794001p
B1162006p,B0271006p
S0017222006p,B0687004p
S0018590002sc,B1102001sc
S0018555002sc,B0814002sc
S0023221005p,B0088002p
S0019910006p,B0081004p
B0817001p,B0196001p
S0018350008p,B0271004p
S0023251002sc,B0890002sc
S0017779003p,B0655002p
S0022599004p,B0399001p
S0018591002sc,B0618002sc
S0017646005p,B0315008p
B1110001sc,B1044001sc
S0020556004sc,B0117002sc
S0019981005p,B0598006p
B1065006p,B0901002p
S0016793003p,B0350005p
S0021065001sc,B0638002sc
S0017305006p,B1101002p
S0053165002p,B0798001p
S0021184004p,B0270001p
B1068006p,B0456003p
S0023346003p,B0450011p
S0024419001sc,B0836001sc
S0021295002sc,B0222001sc
S0016435008p,B0651008p
S0023513001p,B0450004p
B0726001sc,B0203002sc
S0017620004p,B0949006p
S0022958002p,B1060002p
S0020358003sc,B1111001sc
B1144002p,B0080005p
S0018142003p,B1139004p
S0010748001sc,B0219002sc
B0951001p,B0850007p
S0051594005p,B0864004p
S0017646003p,B0539006p
S0022857003p,B0872005p
S0017077002p,B0205002p
S0051574002p,B0997001p
S0070463006p,B0049001p
S0020260006p,B0766006p
S0021220001p,B0349004p
S0023843006p,B0893005p
B0188002p,B0146010p
S0003583009p,B0397001p
S0023252001p,B0583006p
S0023406001sc,B0593002sc
B0859002sc,B0137002sc
S0023252003sc,B0890003sc
S0023618003p,B0566006p
S0021107008p,B0705008p
S0010876002sc,B0988003sc
S0080554002sc,B0771003sc
S0023433002p,B0339006p
S0023845001sc,B0518003sc
S0024315002p,B1204004p
S0024011003sc,B0275001sc
S0022697001p,B0830006p
S0023113002sc,B0490002sc
S0021088005p,B0395007p
S0023740002sc,B0176001sc
S0010919001p,B0755008p
S0023896003p,B0143004p
S0018211004p,B0313004p
S0020661001p,B0279001p
S0016419002p,B0094004p
B0950010p,B0218008p
S0021128002sc,B0275002sc
S0053431002sc,B0787002sc
S0019686002p,B0227010p
S0018120001sc,B0286002sc
S0022891002sc,B0221001sc
S0018172001sc,B0761003sc
S0019328005p,B0813001p
B0919003sc,B0740001sc
B1090001sc,B0224001sc
B0556001sc,B0211003sc
S0018456002p,B0491004p
S0000801005p,B0491005p
S0023812001p,B0409003p
B0362004p,B0010007p
S0020468007p,B1142007p
S0024331004p,B0128003p
S0020618010p,B1106004p
S0051928007p,B0779003p
S0023859003p,B0593001p
B1139005p,B0019001p
S0017330007p,B0933001p
S0020274010p,B1041007p
S0021073003sc,B1198001sc
B0593002sc,B0453001sc
S0019256005p,B0725006p
S0052736002p,B0752001p
S0019602007p,B0557005p
S0017342001p,B0076005p
S0023055001p,B0951006p
B0845001sc,B0202001sc
S0021280001sc,B0809002sc
S0000924005p,B0745004p
S0022668005sc,B1070002sc
S0023391001p,B1038002p
S0051843002p,B0266003p
S0019611010p,B0691007p
S0051754005p,B0948002p
S0053135001p,B1095005p
S0017914008p,B1085002p
S0022824004p,B0778006p
S0020897002sc,B1088002sc
S0019390002sc,B0851001sc
S0020398001p,B0641001p
B1101001sc,B0050002sc
S0020122002sc,B0892001sc
S0020899008p,B0182003p
S0020250002p,B0105006p
S0023802003p,B0262004p
S0017984008p,B0167004p
S0019570006p,B1043009p
B0647002p,B0504001p
S0020895005p,B1027005p
S0020970001p,B0141001p
B0955007p,B0061006p
S0024415009p,B0449003p
S0019126004p,B1101004p
S0020240005p,B1125009p
S0023216001p,B0163002p
S0017269002sc,B0261003sc
S0017287003p,B1068003p
S0023239004p,B0431003p
B0580007p,B0242008p
S0017384004p,B0208009p
S0024351007p,B0864004p
S0080028007p,B1207003p
S0022821004p,B1173006p
S0051928001p,B0452006p
S0018702001sc,B0456002sc
S0051928003p,B0183004p
S0023496006p,B0439006p
S0017650005p,B0870006p
S0019485004p,B1217005p
S0070482001sc,B0828003sc
S0020849002sc,B0439003sc
S0070548009p,B0937002p
S0020590001p,B1007004p
S0023173006p,B0546001p
S0010809001p,B0342003p
B0779008p,B0380005p
S0051651002sc,B1152002sc
S0019440008p,B1049001p
S0023196001sc,B0558001sc
S0017348001p,B0504010p
S0021341006p,B0340001p
S0020751003sc,B1068001sc
B0665004p,B0615001p
B0809001p,B0131002p
S0024301004p,B1046008p
S0000946003p,B0284005p
S0052279002sc,B0349001sc
S0022945002sc,B0890003sc
S0016388001sc,B0700001sc
S0022957010p,B0239007p
S0000924002p,B0574009p
S0018256003sc,B0052002sc
S0018566001p,B1125009p
S0023105002sc,B0679001sc
S0017466001p,B0839006p
S0021338005p,B0890005p
S0020992002p,B0225002p
B0571004p,B0329004p
S0018642001sc,B0539002sc
S0020953002p,B0672010p
S0022976002p,B0391004p
S0003279004p,B0775005p
S0017984009p,B0585002p
B0758004sc,B0408001sc
B0424004p,B0369001p
S0019211006p,B0619004p
B0562005p,B0010003p
S0022710003p,B0697010p
S0024073001p,B1031003p
S0017339003sc,B0846001sc
S0080028009p,B0335001p
S0024425003p,B0029001p
S0020896002sc,B0603002sc
S0019927008p,B0713003p
S0020923001sc,B0973003sc
S0051568003sc,B0422002sc
B1139001sc,B0837003sc
S0017362003p,B0976004p
S0021118008p,B0154008p
B0076003sc,B0071001sc
S0070548008p,B0046004p
S0023492002p,B0318002p
S0022951002p,B0622001p
S0020913002sc,B0529002sc
S0080003001p,B0744003p
B0308004p,B0196003p
S0023249002sc,B0172002sc
S0000730002p,B1023001p
S0001015006p,B0099007p
S0018055003p,B1142007p
B0874001sc,B0048003sc
S0023366006p,B1031003p
S0022662001p,B1072008p
S0018087001p,B0450011p
S0003468002p,B1116001p
S0020751003p,B0245001p
S0023900004p,B0850007p
S0020218001p,B0268003p
S0021000001sc,B0200001sc
S0020219001p,B1079001p
B0850004p,B0062004p
S0019998002sc,B0305001sc
S0020968004p,B0530001p
S0003513003p,B0007005p
S0023622004p,B1073004p
B0302007p,B0169002p
S0022976002p,B0409002p
S0018731001sc,B0238001sc
S0010799001p,B0439009p
S0022744006p,B0075006p
S0022736002sc,B0117001sc
S0024418001p,B0741002p
S0017307005p,B0087002p
S0052007006p,B0153002p
S0018558002p,B1093003p
S0019557003p,B0362009p
S0017507003sc,B0646003sc
B0339001sc,B0048003sc
S0052094002sc,B0130002sc
S0020986001sc,B0746002sc
B0977001sc,B0116001sc
S0024429005p,B0237005p
S0023822004p,B0171006p
S0020018001p,B0324003p
B0903001p,B0008005p
B0746002p,B0613006p
S0023984001p,B0801004p
B0413001sc,B0322001sc
B0794011p,B0098002p
S0020600001p,B0171003p
S0020735003p,B0745002p
S0023441004p,B0346008p
S0023054001sc,B0384001sc
S0023177002sc,B0158001sc
S0019874008p,B0076006p
S0019737006p,B0624006p
S0051706006p,B1037002p
S0022901001p,B0796002p
S0080017008p,B1140006p
S0018494008p,B1116005p
S0016661008p,B0474007p
S0019124008p,B1197001p
S0070525005p,B0258009p
S0024100004p,B0279001p
S0021171008p,B0321008p
S0022929001sc,B0350001sc
S0024495001sc,B0419001sc
S0052457007p,B0326005p
B0878005p,B0470010p
B0431001sc,B0359002sc
S0000780001p,B0233001p
S0018618007p,B0912007p
S0018537007p,B0305007p
S0024268001p,B0880002p
S0019939002sc,B0218002sc
S0022803008p,B1074005p
S0021199001sc,B0619002sc
S0017412006p,B0207001p
S0023109006p,B0890004p
S0051842007p,B0614003p
S0020301002p,B0192003p
S0016948001sc,B1188001sc
S0052252003p,B0700002p
S0020560001sc,B0826001sc
B1132007p,B0513003p
B0603001p,B0137004p
B1054001sc,B0054001sc
S0018704002sc,B0945001sc
B0285007p,B0021002p
B1068001sc,B0030001sc
S0018591005p,B0187009p
S0023900003p,B0233006p
B0205008p,B0180006p
S0017700003sc,B0174002sc
B0773007p,B0082002p
B0196005p,B0108004p
B0656002p,B0091003p
S0020349003p,B0093004p
B0786001p,B0163006p
S0023856003p,B0249009p
S0051893003sc,B0272004sc
B0972006p,B0162005p
B0513006p,B0305004p
B0103002sc,B0096002sc
B0827004p,B0559006p
B0387002sc,B0122001sc
B0508002p,B0083007p
S0022961003sc,B0433001sc
B0045003p,B0202001p
B0674001p,S0020165004p
B0476001p,B0587003p
B0948004p,B0961010p
B0325001sc,S0023307002sc
B0536006p,S0024115003p
B0171002p,B1002006p
B0374008p,S0023616001p
B0289002p,S0016393005p
B0399005p,B0580006p
B0554007p,B1116007p
B1013009p,S0022955007p
B1091004p,S0017145003p
B0272006p,B0375010p
B0181009p,B0253005p
B0464002sc,S0019929001sc
B0280001sc,S0020391001sc
B1058006p,S0022629006p
B1179010p,S0016681007p
B0657001sc,S0020981003sc
B0300003p,S0010692004p
B0713007p,S0020686007p
B1102008p,S0003217001p
B0681001sc,S0022782002sc
B0664002sc,B0886002sc
B0450010p,S0017931008p
B0790001sc,S0020517001sc
B0143001sc,B0147001sc
B1051001sc,S0019996001sc
B0034003p,S0022722006p
B1187004p,S0022618005p
B0936003p,S0023127003p
B0607001sc,B1089003sc
B0459001sc,S0022784003sc
B0345003p,S0000892003p
B0888003sc,S0018986002sc
B0721001sc,S0018158001sc
B0037007p,S0051549003p
B0839001sc,B0860002sc
B0599001sc,S0017840001sc
B1100001sc,S0053164001sc
B1131003sc,S0024352004sc
B1076007p,S0017164005p
B0119003p,B0610003p
B0153008p,B0303001p
B0416007p,S0016396002p
B0787006p,S0024324005p
B0290006p,S0004648002p
B0675001p,S0024288007p
B0109009p,S0023007005p
B0058010p,S0019704002p
B0670009p,S0024349003p
B0459008p,S0022858008p
B0688006p,S0017767002p
B1185004p,S0019527003p
B0580002sc,S0051609002sc
B1193005p,S0021136003p
B0198001p,S0023168006p
B0365002sc,S0052022001sc
B0294005p,S0024326002p
B1026003p,B1080001p
B0781004p,S0053466004p
B0214006p,B0439011p
B1220007p,S0080516006p
B1012005p,S0000933009p
B0944003p,S0023943003p
B0346001p,S0070513004p
B1085007p,B1135005p
B1144001p,S0024430001p
B0970001p,S0023567003p
B0703010p,S0017805002p
B0617001p,S0070415002p
B1159006p,S0023346003p
B0039002p,S0021307002p
B0032008p,S0022603006p
B1194003p,S0022919005p
B0355008p,S0023389005p
B0803007p,S0018998010p
B0646006p,S0023915005p
B0057002sc,S0024352004sc
B0026003sc,B0358001sc
B0625003p,S0020311003p
B0238006p,S0010799006p
B0297009p,S0023013002p
B0868003p,S0053578003p
B0978006p,S0020363004p
B0547001sc,S0019732001sc
B0656005p,S0019438001p
B0066002sc,B0426002sc
B0391001p,S0017810007p
B0720001p,S0023826009p
B0345007p,S0018358003p
B0067002p,S0070119005p
B0808001p,S0023819001p
B1210004p,S0080012003p
B0829009p,B0853002p
B0477001sc,B0528001sc
B0301007p,B0956006p
B0289003p,S0051842008p
B0240008p,B1153010p
B0246002sc,S0018391002sc
B1063007p,S0023940006p
B1035007p,S0023827007p
B0364009p,S0017164005p
B0675005p,S0023048003p
B0085002p,S0023261004p
B0565009p,S0020814003p
B1093002sc,S0020410003sc
B0249004p,S0023692001p
B0445002p,B1072006p
B0351003sc,B0533003sc
B0138004p,B0195003p
B0278001sc,S0020753001sc
B0245008p,S0018093002p
B0036002p,S0020594006p
B0041001sc,S0022601001sc
B0464005p,B0756011p
B0042001p,B0728005p
B0586005p,S0017228002p
B1196001sc,S0024410003sc
B0393006p,S0017197005p
B0623002p,B1048006p
B0779001p,S0022643003p
B0407003p,S0004245002p
B0576005p,B0836006p
B1082005p,S0016999001p
B0886003sc,S0023591001sc
B0400006p,B0689005p
B0662005p,S0000814002p
B0689006p,S0022706003p
B1065001p,S0080508002p
B0514001p,B0704003p
B0510002p,S0022950004p
B0646010p,S0000784004p
B0148007p,B1098007p
B0052003p,B0705008p
B1178004p,S0023617002p
B0950001sc,S0023470001sc
B0980005p,S0051754002p
B0634007p,S0019099002p
B0639001sc,B1067001sc
B1104003p,B1137005p
B0032001p,B0834005p
B0422004p,B0753004p
B0278005p,B0473002p
B0747002p,S0023222006p
B0197009p,B0430001p
B0756008p,S0020514007p
B0253001p,S0020240003p
B0058009p,B0133005p
B0184002sc,S0070535002sc
B0559007p,B0623007p
B0642010p,S0017362001p
B0869002p,B0874006p
B0047002p,B0155003p
B1205003sc,S0023060003sc
B0315010p,S0070519001p
B0281002sc,S0022578003sc
B1096001sc,S0018220001sc
B0452008p,S0016500008p
B0533003p,S0000746008p
B0276004p,S0017442009p
B1046001sc,S0052108002sc
B1048008p,S0023875002p
B0885007p,S0023740008p
B0190001sc,S0018702004sc
B0350010p,S0024015003p
B0747001p,S0018618011p
B0689006p,S0023677010p
B0956003p,S0023253004p
B0873005p,S0020311002p
B1039002sc,S0019982001sc
B0378006p,S0020976004p
B0101002p,S0021156002p
B0101005sc,B0675001sc
B0310007p,S0021274001p
B0850002sc,S0004804002sc
B0604003p,S0018469003p
B0768001sc,S0053100002sc
B0127001p,B0813005p
B0300002p,S0020432002p
B0335008p,S0052987003p
B0125002sc,S0019781001sc
B0372002sc,B1077001sc
B0459003p,B1139001p
B0010005p,B0204007p
B0037004p,B1005003p
B0621001p,B0685009p
B1197004p,S0019125001p
B0092001p,S0052862001p
B0367004p,B0661002p
B1056005p,S0023104008p
B0105005p,S0020383002p
B0600006p,S0021058004p
B0661008p,S0018677007p
B0481001p,B0800011p
B0923002p,S0051907006p
B0163007p,S0052140003p
B0292003p,B0445003p
B1183001p,S0017641001p
B1114006p,S0051765001p
B0478010p,S0020445004p
B0644007p,B1176002p
B0185006p,B1021001p
B0979002p,S0024408003p
B0818001p,S0016867006p
B0786007p,S0023014002p
B0556001sc,S0019322002sc
B0018001sc,S0019805002sc
B0218004p,B0542008p
B0414003p,B1124001p
B0247001sc,B0560001sc
B0640003p,S0020915004p
B0172001sc,B0290002sc
B0089009p,S0019536009p
B0785005p,S0016906005p
B0041003p,B0066006p
B1145004p,S0080561002p
B0544001p,S0017964003p
B0121007p,S0019725002p
B0974001p,S0019822006p
B0411002sc,B0847003sc
B0398008p,S0020198005p
B0400002p,B0566007p
B0688008p,S0016801004p
B0272006p,S0004648005p
B1081003p,S0020404002p
B0339004p,B1079004p
B0999003p,S0024498004p
B0058009p,B0412003p
B0098006p,B0990002p
B1216001sc,S0010799004sc
B0309002p,S0023329002p
B0093001p,S0022643009p
B0565010p,S0018279003p
B0030005p,S0024348011p
B0767003p,S0018546001p
B0081003p,S0070424004p
B0525009p,S0020984007p
B0548002p,B0959002p
B0999002p,S0022990004p
B0586004p,B0656001p
B0784006p,B1053003p
B0827006p,S0023880006p
B0333001sc,S0019470003sc
B1058011p,S0023495004p
B0136006p,S0024352001p
B0990011p,S0018777006p
B0047001p,S0023184003p
B0370002p,B1116006p
B0776001sc,S0021023002sc
B0459010p,S0020165006p
B0295003p,B1076006p
B0171002sc,S0017642002sc
B0199008p,S0022951006p
B0767006p,S0021192001p
B0488003p,S0020202009p
B0299007p,B0789007p
B0796003p,S0021004008p
B1195001sc,S0022889002sc
B0325002sc,S0018700002sc
B1024007p,S0003279005p
B0362002sc,S0070099002sc
B0103001p,S0023802007p
B0351003sc,S0003515002sc
B0404001p,S0022898001p
B0078008p,S0018404005p
B0043001p,S0020895006p
B0467002p,S0070463002p
B0987001sc,S0010848001sc
B0012001p,S0019279002p
B0278002p,S0070532004p
B0672011p,S0080011009p
B0321001sc,S0023215003sc
B0168003p,B0833009p
B0791002p,S0022778006p
B1083006p,S0051989007p
B0773001p,S0070556002p
B0325004sc,S0020898002sc
B0068003p,B0913008p
B0515009p,S0080561001p
B0383006p,B0773008p
B0118002p,B0348001p
B0682006p,S0024449002p
B0166011p,S0018661001p
B0093002p,S0024271007p
B0141006p,B0143001p
B0568001sc,B0760002sc
B0111005p,S0019936006p
B0151003p,S0052301006p
B0823003sc,S0022707001sc
B0475002sc,S0019983002sc
B0743001p,S0023356003p
B0275009p,S0051982010p
B0872007p,S0020297008p
B1146010p,S0017348005p
B1083001p,S0021104004p
B1017002p,S0020970006p
B0302007p,B0355001p
B0632006p,S0019911002p
B0077001sc,S0020317002sc
B0544001sc,S0052463001sc
B0324002p,S0024421006p
B0499001sc,S0024363002sc
